city_id,city_name,admin_region,country_code,latitude,longitude,existing_timezone,calculated_timezone,assignment_method,confidence,boundary_distance_meters,review_status,dataset_version,reason
11853,Formosa da Serra Negra,Maranhão,BR,-6.69535,-46.1954,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
11859,Formoso do Araguaia,Tocantins,BR,-11.95898,-50.09809,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
11865,Fortaleza do Tabocão,Tocantins,BR,-9.08805,-48.55638,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
11866,Fortaleza dos Nogueiras,Maranhão,BR,-6.86722,-46.021,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
11869,Fortuna,Maranhão,BR,-5.73333,-44.15833,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
11894,Frei Martinho,Paraíba,BR,-6.44605,-36.48061,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
11906,Fátima,Tocantins,BR,-10.81953,-48.86757,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
11911,Gado Bravo,Paraíba,BR,-7.59984,-35.81967,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
11923,Garrafão do Norte,Pará,BR,-2.21516,-47.11722,America/Sao_Paulo,America/Belem,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
11954,Godofredo Viana,Maranhão,BR,-1.27605,-45.7655,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
11961,Goianorte,Tocantins,BR,-8.83664,-48.99356,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
11965,Goianésia do Pará,Pará,BR,-3.9492,-48.87355,America/Sao_Paulo,America/Belem,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
11966,Goiatins,Tocantins,BR,-8.04432,-47.47183,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
11975,Gonçalves Dias,Maranhão,BR,-5.15671,-44.28658,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
11978,Governador Archer,Maranhão,BR,-4.98399,-44.20513,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
11982,Governador Edison Lobão,Maranhão,BR,-5.74311,-47.32545,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
11983,Governador Eugênio Barros,Maranhão,BR,-5.42581,-43.88031,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
11986,Governador Luiz Rocha,Maranhão,BR,-5.52826,-44.11154,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
11988,Governador Newton Bello,Maranhão,BR,-3.36796,-45.65707,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
11989,Governador Nunes Freire,Maranhão,BR,-2.00992,-45.84278,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
11992,Grajaú,Maranhão,BR,-5.81944,-46.13861,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12004,Graça Aranha,Maranhão,BR,-5.44492,-44.25169,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12034,Guarabira,Paraíba,BR,-6.85472,-35.49,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12061,Guaraí,Tocantins,BR,-8.70233,-48.40251,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12082,Guimarães,Maranhão,BR,-2.1199,-44.63479,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12086,Gurinhém,Paraíba,BR,-7.12389,-35.42444,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12087,Gurjão,Paraíba,BR,-7.261,-36.50008,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12089,Gurupá,Pará,BR,-1.16555,-51.62743,America/Sao_Paulo,America/Belem,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12112,Humberto de Campos,Maranhão,BR,-2.59833,-43.46111,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12130,Ibiara,Paraíba,BR,-7.48251,-38.38051,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12170,Icatu,Maranhão,BR,-2.77583,-44.06583,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12179,Igaracy,Paraíba,BR,-7.13856,-38.13526,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12183,Igarapé Grande,Maranhão,BR,-4.64974,-44.83905,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12185,Igarapé do Meio,Maranhão,BR,-3.72514,-45.10975,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12217,Imaculada,Paraíba,BR,-7.38972,-37.50917,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12226,Imperatriz,Maranhão,BR,-5.52639,-47.49167,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12245,Ingá,Paraíba,BR,-7.25441,-35.62897,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12281,Ipixuna,Amazonas,BR,-7.1191,-71.3759,America/Manaus,America/Eirunepe,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Manaus
12282,Ipixuna do Pará,Pará,BR,-2.98149,-48.11946,America/Sao_Paulo,America/Belem,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12294,Ipueiras,Tocantins,BR,-11.15847,-48.37886,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12325,Itabaiana,Paraíba,BR,-7.32861,-35.3325,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12338,Itacajá,Tocantins,BR,-8.55538,-47.62201,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12354,Itaguatins,Tocantins,BR,-5.81408,-47.65425,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12359,Itaipava do Grajaú,Maranhão,BR,-5.22087,-45.78512,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12363,Itaituba,Pará,BR,-5.86018,-56.23176,America/Sao_Paulo,America/Santarem,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12406,Itapecuru Mirim,Maranhão,BR,-3.3925,-44.35861,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12425,Itapiratins,Tocantins,BR,-8.3582,-47.99703,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12430,Itaporanga,Paraíba,BR,-7.30035,-38.25159,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12432,Itapororoca,Paraíba,BR,-6.81152,-35.24478,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12434,Itaporã do Tocantins,Tocantins,BR,-8.50178,-48.75214,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12461,Itatuba,Paraíba,BR,-7.375,-35.62833,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12462,Itaubal,Amapá,BR,0.57732,-50.67833,America/Sao_Paulo,America/Belem,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12474,Itinga do Maranhão,Maranhão,BR,-4.52832,-47.48859,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12490,Itupiranga,Pará,BR,-5.23295,-49.94952,America/Sao_Paulo,America/Belem,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12518,Jacaraú,Paraíba,BR,-6.61222,-35.29278,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12530,Jacundá,Pará,BR,-4.56883,-49.22284,America/Sao_Paulo,America/Belem,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12603,Jatobá,Maranhão,BR,-5.86233,-44.26917,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12610,Jaú do Tocantins,Tocantins,BR,-12.83943,-48.63203,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12613,Jenipapo dos Vieiras,Maranhão,BR,-5.50699,-45.54241,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12621,Jericó,Paraíba,BR,-6.50746,-37.80665,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12643,Joca Claudino,Paraíba,BR,-6.48432,-38.46407,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12648,Joselândia,Maranhão,BR,-5.00747,-44.73158,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12662,João Lisboa,Maranhão,BR,-5.22723,-47.1826,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12665,João Pessoa,Paraíba,BR,-7.115,-34.86306,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12669,Juarez Távora,Paraíba,BR,-7.15975,-35.5716,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12670,Juarina,Tocantins,BR,-8.1018,-49.07995,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12672,Juazeirinho,Paraíba,BR,-6.99463,-36.60213,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12682,Junco do Maranhão,Maranhão,BR,-1.94176,-46.11711,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12683,Junco do Seridó,Paraíba,BR,-6.97843,-36.72769,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12698,Juripiranga,Paraíba,BR,-7.35,-35.22087,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12699,Juru,Paraíba,BR,-7.49131,-37.78854,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12702,Juruti,Pará,BR,-2.33065,-56.02742,America/Sao_Paulo,America/Santarem,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12728,Lago Verde,Maranhão,BR,-3.99073,-44.88312,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12729,Lago da Pedra,Maranhão,BR,-4.28674,-45.23824,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12730,Lago do Junco,Maranhão,BR,-4.47033,-44.91005,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12731,Lago dos Rodrigues,Maranhão,BR,-4.61099,-44.97837,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12733,Lagoa,Paraíba,BR,-6.59521,-37.84991,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12740,Lagoa Grande do Maranhão,Maranhão,BR,-4.93168,-45.3495,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12746,Lagoa Seca,Paraíba,BR,-7.17083,-35.85361,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12750,Lagoa da Confusão,Tocantins,BR,-10.99307,-49.93702,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12752,Lagoa de Dentro,Paraíba,BR,-6.68308,-35.35907,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12760,Lagoa do Mato,Maranhão,BR,-5.95535,-43.63105,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12764,Lagoa do Tocantins,Tocantins,BR,-10.33721,-47.48133,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12776,Lajeado,Tocantins,BR,-9.86927,-48.28058,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12778,Lajeado Novo,Maranhão,BR,-6.10634,-46.90224,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12798,Laranjal do Jari,Amapá,BR,0.93828,-53.22949,America/Sao_Paulo,America/Belem,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12802,Lastro,Paraíba,BR,-6.5374,-38.18946,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12807,Lavandeira,Tocantins,BR,-12.83658,-46.39307,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12827,Lima Campos,Maranhão,BR,-4.55295,-44.47986,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12833,Limoeiro do Ajuru,Pará,BR,-1.89647,-49.51015,America/Sao_Paulo,America/Belem,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12842,Livramento,Paraíba,BR,-7.34008,-36.93209,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12845,Lizarda,Tocantins,BR,-9.52341,-46.97679,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12848,Logradouro,Paraíba,BR,-6.55268,-35.42864,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12853,Loreto,Maranhão,BR,-7.11921,-45.23138,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12858,Lucena,Paraíba,BR,-6.92461,-34.90267,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12876,Luzinópolis,Tocantins,BR,-6.20636,-47.83045,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12880,Luís Domingues,Maranhão,BR,-1.26964,-45.83792,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12912,Magalhães de Almeida,Maranhão,BR,-3.32329,-42.12855,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12930,Malta,Paraíba,BR,-6.904,-37.51251,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12931,Mamanguape,Paraíba,BR,-6.83861,-35.12611,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12940,Manaíra,Paraíba,BR,-7.70611,-38.15444,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
12970,Maracaçumé,Maranhão,BR,-2.04278,-45.95917,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12976,Marajá do Sena,Maranhão,BR,-4.70009,-45.63144,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12978,Maranhãozinho,Maranhão,BR,-2.45247,-45.98846,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
12979,Marapanim,Pará,BR,-0.84063,-47.70897,America/Sao_Paulo,America/Belem,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
12990,Marcação,Paraíba,BR,-6.74717,-34.99103,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
13003,Mari,Paraíba,BR,-7.07138,-35.30258,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
13010,Marianópolis do Tocantins,Tocantins,BR,-9.81443,-49.71607,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
13023,Marizópolis,Paraíba,BR,-6.82133,-38.33496,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
13043,Massaranduba,Paraíba,BR,-7.20476,-35.78379,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
13047,Mata Roma,Maranhão,BR,-3.58219,-43.23178,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
13050,Mataraca,Paraíba,BR,-6.55476,-35.0369,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
13051,Mateiros,Tocantins,BR,-10.41802,-46.4838,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
13060,Matinha,Maranhão,BR,-3.10056,-45.03361,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
13061,Matinhas,Paraíba,BR,-7.12428,-35.7607,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
13065,Mato Grosso,Paraíba,BR,-6.54728,-37.75067,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
13075,Maturéia,Paraíba,BR,-7.27175,-37.3394,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
13078,Matões,Maranhão,BR,-5.41542,-43.40049,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
13079,Matões do Norte,Maranhão,BR,-3.77876,-44.40753,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
13081,Maurilândia do Tocantins,Tocantins,BR,-5.98609,-47.57986,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
13093,Medicilândia,Pará,BR,-3.15674,-53.17769,America/Sao_Paulo,America/Santarem,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
13096,Melgaço,Pará,BR,-1.66163,-51.05884,America/Sao_Paulo,America/Belem,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
13116,Milagres do Maranhão,Maranhão,BR,-3.50554,-42.86468,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
13133,Miracema do Tocantins,Tocantins,BR,-9.76855,-48.58348,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
13134,Mirador,Maranhão,BR,-6.47266,-45.11312,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
13139,Miranda do Norte,Maranhão,BR,-3.53142,-44.52685,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
13144,Miranorte,Tocantins,BR,-9.39114,-48.66598,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
13156,Mirinzal,Maranhão,BR,-2.04774,-44.77403,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
13164,Mogeiro,Paraíba,BR,-7.29944,-35.47944,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
13171,Mojuí Dos Campos,Pará,BR,-3.07044,-54.57515,America/Sao_Paulo,America/Santarem,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
13181,Montadas,Paraíba,BR,-7.08947,-35.903,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
13205,Monte Horebe,Paraíba,BR,-7.20792,-38.52503,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
13210,Monte Santo do Tocantins,Tocantins,BR,-10.00972,-49.12747,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
13214,Monte do Carmo,Tocantins,BR,-10.72034,-48.01807,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
13215,Monteiro,Paraíba,BR,-7.91637,-37.17496,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
13219,Montes Altos,Maranhão,BR,-5.83333,-47.06667,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
13225,Monção,Maranhão,BR,-3.53292,-45.3069,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
13251,Morros,Maranhão,BR,-2.96159,-43.87725,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
13266,Mulungu,Paraíba,BR,-7.02444,-35.46194,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
13282,Muricilândia,Tocantins,BR,-6.98598,-48.79167,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
13292,Mãe d'Água,Paraíba,BR,-7.2199,-37.45284,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
13302,Natividade,Tocantins,BR,-11.75889,-47.64485,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
13304,Natuba,Paraíba,BR,-7.64139,-35.55,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
13309,Nazarezinho,Paraíba,BR,-6.91991,-38.32592,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
13310,Nazaré,Tocantins,BR,-6.31311,-47.78944,America/Sao_Paulo,America/Araguaina,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
13326,Nina Rodrigues,Maranhão,BR,-3.46375,-43.77165,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
13369,Nova Colinas,Maranhão,BR,-7.26656,-46.29184,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
13375,Nova Esperança do Piriá,Pará,BR,-2.45364,-46.97384,America/Sao_Paulo,America/Belem,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
13379,Nova Floresta,Paraíba,BR,-6.48792,-36.20101,America/Recife,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Recife
13392,Nova Iorque,Maranhão,BR,-6.74961,-44.03977,America/Belem,America/Fortaleza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Belem
13393,Nova Ipixuna,Pará,BR,-4.98779,-49.19861,America/Sao_Paulo,America/Belem,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Sao_Paulo
